id,count-2033-1,count-2033-2,count-2033-3,count-2033-4,count-2033-5,count-2033-6,count-2033-7,count-2033-8,count-2033-9,count-2033-10,count-2033-11,count-2033-12,count-2034-1,count-2034-2,count-2034-3,count-2034-4,count-2034-5,count-2034-6,count-2034-7,count-2034-8,count-2034-9,count-2034-10,count-2034-11,count-2034-12,volume-2033-1,volume-2033-2,volume-2033-3,volume-2033-4,volume-2033-5,volume-2033-6,volume-2033-7,volume-2033-8,volume-2033-9,volume-2033-10,volume-2033-11,volume-2033-12,volume-2034-1,volume-2034-2,volume-2034-3,volume-2034-4,volume-2034-5,volume-2034-6,volume-2034-7,volume-2034-8,volume-2034-9,volume-2034-10,volume-2034-11,volume-2034-12
ca68e20e64,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1202,996,250133,15304,4943,4825,5594,11999,8931,57379,67063,8278,17842,22616,18370,38558,27261,23043,33347,533917,11414,882,271884,29390
b6eeb39da0,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1202,996,250133,15304,4943,4825,5594,11999,8931,57379,67063,8278,17842,22616,18370,38558,27261,23043,33347,533917,1421,882,271884,29390
b8fde0349d,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1202,996,250133,15304,4943,4825,5594,11999,5169,57379,23660,16979,17842,22616,18370,38558,27261,23043,33347,533917,1421,31054,271884,87776
3808409ddf,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1202,996,250133,15304,4943,4825,5594,11999,5169,57379,23660,16979,17842,22616,18370,38558,27261,27519,33347,533917,511516,31054,271884,87776
a5dc2724c2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1202,996,250133,15304,4943,4825,5594,11999,5169,57379,23660,16979,17842,22616,18370,38558,27261,27519,12167,533917,511516,31054,271884,87776
0fcaceb3b0,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5045,996,250133,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,27519,12167,533917,511516,31054,271884,87776
9823b74cc3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,27519,12167,533917,511516,31054,271884,87776
c9e03b31c0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,27519,12167,533917,5931,31054,271884,87776
ec6ab74ef2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,27519,12167,533917,5931,31054,271884,10678
c5a6c959ed,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,27519,68644,533917,5931,66440,271884,10678
1789c0a39b,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,27519,68644,533917,5931,158104,163461,10678
38bee0368a,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,5264,4831,533917,5931,158104,163461,6768
1a68ce0495,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,5264,189150,533917,5931,158104,163461,6768
14e338ae98,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,9028,4165,189150,7599,5931,158104,163461,6768
a86d0670df,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,158104,163461,13502
71d336aeea,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,2280,4093,13502
b26c496703,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,2280,4093,46619
a0070d2915,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,2280,4093,8933
571b4b2c6f,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,2280,4093,31937
262a733189,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5045,17080,9037,15304,4943,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,2280,4093,151024
b044f2c139,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,2280,4093,151024
00de6886b3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,189150,7599,5931,18478,4093,151024
5a92017ae0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,22616,18370,38558,378,4165,47329,7599,5931,18478,4093,151024
6efd4e3642,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,129011,141395,129011,378,94714,47329,7599,5931,18478,4093,151024
ab67e88537,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,129011,141395,129011,378,94714,47329,247923,5931,11644,601914,151024
1a6162ff42,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,129011,15366,129011,378,94714,47329,247923,5931,11644,601914,151024
846c4f61eb,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5045,17080,9037,15304,4873,4825,11117,11999,5169,57379,23660,16979,17842,129011,5679,129011,378,18042,47329,247923,5931,3767,601914,151024
0fed0b534f,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5045,17080,9037,15304,4873,4825,6950,11999,5169,57379,23660,16979,17842,129011,5679,129011,378,18042,47329,247923,5931,3767,601914,151024
f7974742cf,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5045,17080,9037,15304,4873,4825,6950,11999,5169,57379,23660,16979,17842,129011,5679,129011,378,6967,58911,247923,5931,3767,601914,151024
23c80a31c0,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,5045,17080,9037,15304,4873,4825,6950,11999,5169,57379,169753,16979,17842,169753,5679,179659,378,6967,58911,247923,5931,3767,601914,151024
758d60dfc5,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5045,17080,9037,15304,4873,4825,6950,11999,5169,57379,169753,16979,17842,169753,5679,179659,69252,6967,36008,247923,5931,3767,601914,151024
824b6b0dc2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5045,17080,9037,15304,4873,4825,6950,11999,5169,35974,169753,16979,17842,169753,5679,179659,69252,6967,36008,247923,5931,3767,601914,151024
118805a91d,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5045,17080,9037,15304,4873,4825,6950,11999,5169,35974,169753,16979,17842,1926,5679,1498,69252,6967,36008,247923,5931,3767,601914,151024
c2ffc1f4e2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,1926,5679,1498,69252,6967,36008,247923,5931,3767,601914,151024
ff0c1adfdd,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,33922,5679,1498,69252,6967,36008,247923,5931,3767,601914,151024
f58b4a7147,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,33922,5679,1498,69252,54171,50515,247923,5931,3767,601914,151024
b3496977db,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,33922,5679,1498,69252,54171,50515,247923,5931,3767,601914,137766
fe2ba197ca,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,33922,5679,1498,69252,54171,50515,247923,5931,3767,29444,137766
86ed9cdde1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,13299,5679,1498,69252,54171,50515,247923,5931,3767,29444,137766
9f67bf71d2,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,13299,5679,1498,69252,13045,50515,247923,5931,3767,29444,137766
779fac1677,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,180446,11999,5169,35974,169753,16979,17842,13299,5679,1498,69252,13045,50515,247923,1930,3767,29444,137766
c41395b47a,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,4305,11999,4911,4750,169753,16979,17842,13299,5679,1498,69252,13045,50515,247923,1930,3767,29444,137766
42f21ac75c,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,5045,17080,9037,15304,4873,4825,4305,11999,4911,4750,169753,16979,17842,13299,5679,189612,69252,13045,50515,197074,1930,3767,29444,330479
dbc175e36e,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5045,17080,9037,15304,4873,118480,4305,11999,4911,4750,169753,16979,17842,13299,5679,189612,69252,57839,50515,197074,1930,3767,29444,330479
755b7708dc,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,9037,15304,4873,118480,4305,11999,4911,4750,169753,16979,17842,13299,5679,189612,69252,57839,50515,197074,1930,3767,29444,330479
63f702512c,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4830,17080,9037,15304,4873,118480,4305,11999,4911,4750,169753,16979,17842,13299,5679,189612,69252,57839,50515,197074,9426,3767,29444,330479
d8cd57aab1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4830,17080,9037,15304,4873,118480,4305,11999,4911,4750,169753,16979,17842,13299,5679,189612,69252,57839,50515,197074,9426,3767,29444,54004
57608f036a,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4830,17080,9037,15304,4873,118480,4305,11999,4911,5831,169753,16979,17842,5708,5679,189612,69252,57839,50515,197074,9426,3767,29444,54004
71e1edc6da,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4830,17080,9037,15304,4873,118480,4305,11999,4911,5831,169753,10431,17842,5708,5679,10260,69252,57839,50515,6577,9426,3767,29444,54004
4700dbea64,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4830,17080,9037,15304,4873,118480,4305,11999,4911,54880,169753,10431,17842,5708,5679,10260,69252,57839,50515,6577,9426,3767,29444,54004
676ff63f3a,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,9037,15304,4873,118480,39081,11999,4911,54880,169753,10431,17842,5708,5679,10260,69252,57839,50515,6577,10660,3767,29444,54004
f483a65d3c,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,15304,4873,118480,39081,11999,4911,54880,169753,10431,17842,5708,5679,10260,69252,57839,50515,6577,10660,3767,29444,54004
dcb7aae449,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,15304,4873,118480,39081,11999,4911,54880,169753,10431,17842,5708,5679,10260,69252,57839,72872,6577,10660,3767,29444,54004
8908c6198c,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,15304,4873,118480,39081,11999,4911,54880,169753,10431,17842,5708,5679,10260,69252,57839,72872,6577,10660,3767,29444,28348
3b3e1d8d87,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,15304,4873,118480,39081,11999,4911,54880,169753,10431,17842,5708,5679,10260,69252,57839,72872,14123,10660,3767,29444,28348
2557a6206c,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,15304,613,7835,39081,11999,4911,54880,169753,651,17842,5708,674,681,69252,57839,72872,14123,10660,3767,29444,28348
eafd6042a1,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,15304,613,7835,39081,11999,4911,54880,48974,651,17842,5708,674,681,69252,57839,72872,14123,10660,3767,29444,28348
fcca5ffb03,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,15304,613,7835,39081,11999,4911,54880,48974,651,17842,5708,674,681,69252,57839,72872,14123,10660,3767,29444,1963
402f7180b2,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,15304,613,7835,39081,11999,4911,54880,48974,651,17842,5708,674,681,69252,57839,72872,14123,10660,3767,41310,38451
4d066ce524,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4830,17080,83100,15304,613,7835,39081,11999,4911,54880,48974,651,17842,5708,674,681,69252,57839,72872,14123,10660,3767,41310,36023
cae6c07880,1,1,1,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,15304,613,7835,39081,11999,4911,54880,48974,651,17842,5708,674,681,69252,57839,72872,14123,160263,3767,41310,303207
35b4c3a57f,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,16323,25043,7835,39081,11999,4911,54880,48974,651,17842,5708,674,681,69252,57839,72872,14123,160263,3767,41310,303207
b201e6f2e2,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,16323,25043,7835,39081,11999,4911,54880,48974,651,17842,5708,674,181018,69252,57839,72872,14123,160263,3767,41310,303207
988269b4df,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,16323,25043,7835,39081,11999,4911,54880,48974,651,17842,5708,674,181018,69252,40145,72872,14123,160263,3767,41310,303207
1d48248467,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,16323,25043,7835,39081,11999,4911,54880,48974,651,17842,5708,674,181018,69252,8278,72872,14123,160263,3767,41310,303207
459857ac69,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4830,17080,83100,16323,25043,7835,39081,11999,4911,54880,48974,651,17842,5708,674,181018,69252,8278,72872,220841,160263,3767,41310,303207
92ce45da5a,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4830,17080,83100,16323,25043,7835,79354,11999,4911,54880,48974,651,17842,5708,674,181018,69252,8278,72872,220841,160263,22404,41310,303207
d13d1e2a09,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,5708,674,181018,69252,8278,72872,220841,160263,22404,41310,303207
483eed9161,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,5708,674,181018,69252,8278,72872,220841,160263,42511,41310,303207
669980abdf,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,4003,674,181018,69252,8278,72872,220841,160263,42511,41310,303207
f8fb0077f1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,4003,674,181018,69252,8278,72872,220841,160263,42511,16352,16352
3d466d089f,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,4003,674,10012,69252,8278,72872,220841,160263,42511,9953,16352
00d265586f,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,4003,674,10012,69252,8278,72872,220841,160263,42511,63638,16352
828119d165,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,4003,674,10012,69252,8278,165149,220841,160263,73117,126373,111372
1f2b7b9059,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,651,17842,4003,674,10012,69252,8278,165149,220841,160263,73117,14912,111372
29434aa6f4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,155293,17842,4003,674,10012,69252,8278,165149,220841,160263,73117,14912,111372
9d5c61c6b4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,16323,25043,7835,7409,11999,4911,54880,48974,155293,962,4003,674,10012,69252,8278,165149,220841,160263,73117,14912,228508
d49ff2b072,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,16323,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,69252,16449,165149,220841,160263,73117,14912,228508
5e58705026,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,16323,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,69252,16449,165149,5611,160263,73117,14912,228508
0faa296b36,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,69252,16449,165149,5611,160263,73117,14912,228508
0a24e57183,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,69252,16449,165149,5611,160263,73117,14912,9982
cd15457dd9,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,69252,16449,165149,5611,1917,73117,14912,9982
6729d528af,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,69252,16449,165149,5611,1917,66334,14912,9982
b63df03085,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,2280,16449,165149,5611,2060,66334,14912,9982
199ffe6491,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,213,9270,165149,5611,2060,66334,14912,9982
93e00c1cca,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,213,9270,165149,9958,2060,66334,14912,9982
fe60d2b455,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,4331,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,213,9270,165149,9958,18208,66334,14912,9982
17103c910e,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,213,9270,165149,9958,18208,66334,14912,9982
68fb5d9d95,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,10012,213,9270,165149,9958,18208,17227,17556,11943
b8d73ae744,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,213,9270,165149,9958,18208,17227,17556,11943
78e91dec2f,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,213,9270,165149,9958,18208,11744,17556,11943
0550adb968,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,213,9270,165149,9958,18208,998,17556,11943
50dc0a74cf,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,213,9270,165149,9958,18208,9126,17556,11943
e8db1dd40f,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,213,9270,165149,9958,18208,48340,17556,11943
cb68280484,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,748,9270,165149,9958,18208,48340,17556,11943
3aa0428bd9,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,748,9270,165149,9958,18208,6252,17556,11943
568558062c,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,748,9270,165149,42134,18208,6252,17556,11943
a9224cd15a,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,748,9270,165149,42134,18208,6252,17556,60555
365d64e6bc,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,63074,748,9270,165149,42134,18208,6252,62736,60555
9228f9ddb3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,1497,748,9270,165149,42134,18208,6252,62736,60555
0169821ba4,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,2148,748,1894,165149,42134,18208,6252,62736,60555
0f9b4bb9a5,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,2148,748,1894,165149,42134,18208,38660,62736,60555
49e3943932,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,674,2148,748,1894,165149,42134,18208,38660,62736,10768
ee0acdc770,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,67720,2148,748,1894,165149,42134,18208,38660,62736,10768
630cb20f1d,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,67720,2148,748,1894,14808,42134,18208,38660,62736,10768
cb082e4898,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,67720,2148,748,1894,14808,42134,18208,7095,62736,10768
4da63e9453,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,4911,54880,48974,155293,962,4003,67720,2148,748,1894,14808,42134,18208,1879,62736,81444
2df0cc3b9b,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4830,17080,83100,10128,25043,7835,7409,351357,37005,54880,48974,155293,962,4003,67720,2148,748,1894,14808,42134,18208,1879,62736,81444
